,date,avg_close,avg_open,avg_high,avg_low,avg_volume
0,2021-02-05 10:00:00,37458.68333333333,37289.65666666667,37694.85999999999,37236.61601322667,3016979.9456687383
1,2021-02-05 11:00:00,37737.676666666666,37451.79,37765.52333333334,37439.993333333325,2373841.294023989
2,2021-02-05 12:00:00,37933.94666666666,37736.99,38187.496666666666,37593.69666666666,12924930.519038929
3,2021-02-05 13:00:00,38343.56,37920.613333333335,38361.166666666664,37847.996666666666,8052745.290950697
4,2021-02-05 14:00:00,38150.39666666667,38343.88333333333,38368.340000000004,38026.676666666666,7594083.9091825215
5,2021-02-05 15:00:00,37988.19666666666,38151.583333333336,38345.62666666667,37933.21818541,6158707.713249342
6,2021-02-05 16:00:00,37843.001059986665,37993.19666666666,38199.0,37697.96333333333,8530629.03439566
7,2021-02-05 17:00:00,37914.01666666667,37841.833333333336,37974.323333333334,37753.78,2160787.1337024067
8,2021-02-05 18:00:00,37399.83666666667,37923.27666666667,37942.35666666667,37336.753333333334,11145714.866754156
9,2021-02-05 19:00:00,37642.92814066666,37400.170000000006,37690.78,37273.21666666667,7420944.138097535
10,2021-02-05 20:00:00,37767.636666666665,37646.15480733333,37805.12333333333,37529.26,3198283.1201387546
11,2021-02-05 21:00:00,37849.93,37769.35999999999,37931.47,37693.98,2783507.4229651424
12,2021-02-05 22:00:00,37823.37333333333,37848.596666666665,37993.526666666665,37703.62333333333,5608444.608023089
13,2021-02-05 23:00:00,38297.193333333336,37820.713333333326,38317.44331056666,37784.840000000004,5067092.099554641
14,2021-02-06 00:00:00,38765.32666666667,38297.4866439,38876.377743979996,38230.94666666666,11918428.74878455
15,2021-02-06 01:00:00,38856.49,38769.096666666665,39478.416666666664,38325.37333333333,21803216.72515391
16,2021-02-06 02:00:00,39416.950000000004,38852.263333333336,39523.35547293,38639.85333333333,11651252.72152655
17,2021-02-06 03:00:00,39408.05333333334,39421.32666666667,39688.0,39238.726602003335,6373517.257405209
18,2021-02-06 04:00:00,39220.416666666664,39389.58666666667,39389.920000000006,38979.71,7236803.67536747
19,2021-02-06 05:00:00,39056.253333333334,39224.14666666667,39259.27,38778.670000000006,6154290.488343354
20,2021-02-06 06:00:00,39321.30205154666,39058.90666666667,39469.24,39049.26764189,4666653.455690705
21,2021-02-06 07:00:00,39408.59,39313.08207323333,39521.44371119334,39196.09371233,3321739.7342376723
22,2021-02-06 08:00:00,39498.573333333334,39390.54,39725.96666666667,39390.54,12714469.699646672
23,2021-02-06 09:00:00,39947.88,39494.369999999995,39952.493333333325,39472.09333333333,15258494.069654347
24,2021-02-06 10:00:00,40078.79,39949.51,40094.56,39612.08666666667,19278515.960926745
25,2021-02-06 11:00:00,40272.36,40078.920252,40529.93666666667,40063.08452726667,24795407.154178407
26,2021-02-06 12:00:00,40002.073333333334,40261.09832966667,40534.083333333336,39960.26333333333,8225923.845476371
27,2021-02-06 13:00:00,40183.46333333333,40000.41135466667,40329.676666666666,39985.14666666667,5224776.259237976
28,2021-02-06 14:00:00,40349.1,40184.33666666667,40640.46,40183.10666666667,9009349.570162239
29,2021-02-06 15:00:00,40929.66,40351.986666666664,40929.66,40265.166666666664,11952555.370498322
30,2021-02-06 16:00:00,40664.00333333333,40929.66,41003.49333333334,40551.573333333334,13446407.908877328
31,2021-02-06 17:00:00,40271.763333333336,40666.76,40714.58666666667,40230.97637533333,7192160.54153313
32,2021-02-06 18:00:00,40348.549999999996,40259.763333333336,40520.316666666666,40137.59333333333,10037662.10613989
33,2021-02-06 19:00:00,40227.00666666666,40363.496666666666,40477.57188266666,40049.333333333336,4821587.757045183
34,2021-02-06 20:00:00,40153.52333333334,40234.36488733333,40234.36488733333,39676.89333333333,11225424.236231165
35,2021-02-06 21:00:00,40109.96333333333,40155.09666666667,40311.57160447666,40107.03666666667,3798933.488054458
36,2021-02-06 22:00:00,40056.60666666667,40105.44666666666,40508.31,39989.24,5223540.88712144
37,2021-02-06 23:00:00,39267.89666666667,40051.18649764,40051.23333333334,39112.71,14432062.259767598
38,2021-02-07 00:00:00,39609.253333333334,39266.46333333333,39674.35333333333,38765.75666666667,16919075.79606357
39,2021-02-07 01:00:00,38663.9517911,39614.066666666666,39638.556666666664,38536.42333333333,8422815.474170638
40,2021-02-07 02:00:00,38807.71,38667.066666666666,38853.76,38388.89666666667,5493111.827941801
41,2021-02-07 03:00:00,38877.40315966667,38794.34,38963.54,38627.316666666666,3354386.4156114995
42,2021-02-07 04:00:00,38373.40333333333,38855.253333333334,38867.346666666665,38005.10333333333,8930581.779816536
43,2021-02-07 05:00:00,38572.706666666665,38374.0,38734.49,38213.097809633335,5794351.269906678
44,2021-02-07 06:00:00,38579.93333333334,38573.09,38742.777516266666,38346.38946319666,3867728.7341712606
45,2021-02-07 07:00:00,39088.136666666665,38583.598302633334,39123.473333333335,38482.90333333333,6020912.414187684
46,2021-02-07 08:00:00,39510.13,39085.47666666667,39560.06666666667,39079.83846893334,7380842.681997334
47,2021-02-07 09:00:00,39562.12666666667,39510.18629687,39734.03851403333,39350.32266033333,6052578.707671974
48,2021-02-07 10:00:00,39360.20846469333,39568.200000000004,39710.82,39212.62333333333,2664946.1611324986
49,2021-02-07 11:00:00,39097.51,39343.27360776667,39393.689085590006,38842.45333333333,5239189.558229803
50,2021-02-07 12:00:00,38852.67333333334,39089.44,39323.86272896334,38604.49333333334,7222399.733865066
51,2021-02-07 13:00:00,38684.253333333334,38861.33666666667,39146.706666666665,38431.10333333333,7820324.292914956
52,2021-02-07 14:00:00,38267.363333333335,38680.068162970005,38727.526666666665,38219.003333333334,10953428.940183342
53,2021-02-07 15:00:00,37973.29,38253.29666666667,38407.59,37594.916666666664,23119361.284637135
54,2021-02-07 16:00:00,38219.933333333334,37964.33666666667,38278.420000000006,37387.64333333333,19242157.71048941
55,2021-02-07 17:00:00,37905.71,38223.43,38255.223333333335,37747.863333333335,4145045.2283408404
56,2021-02-07 18:00:00,38312.26666666667,37903.0,38388.71333333334,37892.28333333333,3478124.4313579644
57,2021-02-07 19:00:00,38099.746666666666,38312.60333333334,38501.590000000004,38031.34666666667,3367948.0071327034
58,2021-02-07 20:00:00,38510.706666666665,38114.456666666665,38514.36666666667,37751.36018163667,5764605.994944415
59,2021-02-07 21:00:00,38583.253333333334,38499.71341333334,38675.066666666666,38405.18750594667,2655793.4148335275
60,2021-02-07 22:00:00,38824.47,38574.206666666665,38843.012324,38348.57000000001,2680063.353629521
61,2021-02-07 23:00:00,38854.986666666664,38831.14686812666,39122.85666666667,38767.386666666665,4593513.014880344
62,2021-02-08 00:00:00,38761.166666666664,38860.31,39166.27,38716.573333333334,3980696.632187506
63,2021-02-08 01:00:00,38577.52333333333,38776.42333333333,38945.71666666667,38480.34666666667,2865458.922013121
64,2021-02-08 02:00:00,38284.41,38575.909999999996,38704.79666666667,38125.40666666666,8220230.286937562
65,2021-02-08 03:00:00,38090.613333333335,38286.64333333333,38520.11666666667,38044.5,4734572.893144338
66,2021-02-08 04:00:00,38616.649999999994,38088.363333333335,38697.10999999999,38035.549999999996,5225252.079007118
67,2021-02-08 05:00:00,38702.333333333336,38622.85333333333,38889.18666666667,38484.99776416667,2642321.1543826605
68,2021-02-08 06:00:00,39053.23,38704.47666666667,39244.94127841,38642.756179133336,4122931.5600239206
69,2021-02-08 07:00:00,39301.666666666664,39064.58666666667,39407.01,38913.37333333333,5830114.889416865
70,2021-02-08 08:00:00,39213.47022704667,39307.35666666667,39385.25666666666,39089.58524404666,3781645.7116253767
71,2021-02-08 09:00:00,38981.89666666667,39213.47174266667,39374.016928733334,38917.71547337667,3088283.6373811434
72,2021-02-08 10:00:00,39462.026666666665,38983.56333333333,39484.573333333334,38879.81,5366226.8314177
73,2021-02-08 11:00:00,39449.59666666667,39460.98333333333,39539.539179733336,39364.10666666667,5949824.195097044
74,2021-02-08 12:00:00,43314.29,39458.670000000006,43464.91333333334,39152.723333333335,87960285.03423408
75,2021-02-08 13:00:00,43084.73,43265.61,44843.333333333336,41657.15,166665637.9865982
76,2021-02-08 14:00:00,43700.77073801333,43084.73,44191.544801489996,43066.87,53783707.62514954
77,2021-02-08 15:00:00,43846.496666666666,43697.82,44308.62634387333,43497.17,44535713.326801896
78,2021-02-08 16:00:00,43243.04666666667,43867.41333333333,44419.02333333334,43138.96333333333,37206539.46475362
79,2021-02-08 17:00:00,43155.47105304667,43257.40333333334,43481.246666666666,42593.14666666667,20870811.66834644
80,2021-02-08 18:00:00,42718.84333333333,43160.973333333335,43447.38333333334,42595.3,17028038.677619975
81,2021-02-08 19:00:00,43098.72666666666,42714.69666666666,43179.23,42713.363333333335,12454419.865363603
82,2021-02-08 20:00:00,44221.083333333336,43086.806666666664,44326.79708333334,42982.62,29175874.366246928
83,2021-02-08 21:00:00,44706.18,44228.02333333334,44847.670000000006,43954.86503666666,21771930.933090806
84,2021-02-08 22:00:00,44715.13064262,44717.938606020005,45000.0,44281.05333333332,27756498.433832336
85,2021-02-08 23:00:00,46431.69333333333,44696.4,46726.04,44650.72666666666,57346084.64254583
86,2021-02-09 00:00:00,46812.32666666667,46441.380000000005,47545.19558918666,46335.06,52082373.688003354
87,2021-02-09 01:00:00,46197.329999999994,46812.57,46830.37666666667,45802.095528959995,16385140.752946714
88,2021-02-09 02:00:00,45742.44333333333,46202.026666666665,46372.25,45631.01,11709700.574145237
89,2021-02-09 03:00:00,46670.646206666665,45750.35,46825.003333333334,45576.84666666666,24306270.689231914
90,2021-02-09 04:00:00,46899.95333333333,46667.81666666667,46961.706666666665,46332.03,17127974.886978168
91,2021-02-09 05:00:00,46974.54,46905.60666666667,47332.56666666667,46559.18666666667,16449938.190886894
92,2021-02-09 06:00:00,48215.15666666667,46971.083333333336,48216.333333333336,46677.87666666667,28177177.626257848
93,2021-02-09 07:00:00,47646.823333333334,48218.15666666667,48231.44,47512.456666666665,17216297.14875429
94,2021-02-09 08:00:00,47227.41333333333,47657.293333333335,48051.85333333333,46756.833333333336,24694456.603736747
95,2021-02-09 09:00:00,46516.693333333336,47222.079999999994,47267.35666666667,46077.44333333333,24658975.160081852
96,2021-02-09 10:00:00,45663.9,46517.64333333333,46658.35333333333,45614.22,16535825.306715654
97,2021-02-09 11:00:00,46453.293333333335,45672.31333333333,46658.380000000005,45644.956666666665,13511035.583644668
98,2021-02-09 12:00:00,45362.55333333334,46456.823333333334,46873.03333333333,45192.70734214334,19749814.856537513
99,2021-02-09 13:00:00,46309.93333333334,45339.806666666664,46451.77333333334,45032.6,15362206.773927016
100,2021-02-09 14:00:00,46693.68666666667,46324.85959659001,46757.86000000001,46108.323333333334,8665546.26667639
101,2021-02-09 15:00:00,46856.97666666666,46709.91244021,47144.411047630005,46392.04,14777307.53617421
102,2021-02-09 16:00:00,46534.99333333334,46867.806666666664,47157.43,46074.79666666667,13591527.299176121
103,2021-02-09 17:00:00,46560.11666666667,46542.46734166666,46977.996666666666,46253.986666666664,11322708.537995346
104,2021-02-09 18:00:00,47102.77666666667,46556.72,47673.64666666667,46272.5,40021345.22479651
105,2021-02-09 19:00:00,47130.94666666666,47097.11000000001,47360.38173133333,46821.72,9853558.39116457
106,2021-02-09 20:00:00,47174.670000000006,47130.94666666666,47559.30333333334,46758.65,13606266.205740718
107,2021-02-09 21:00:00,47358.40666666667,47165.996666666666,47550.89333333333,47072.53333333333,11974802.950799106
108,2021-02-09 22:00:00,46919.27,47343.05333333334,47343.05333333334,46559.256666666675,10168766.113419835
109,2021-02-09 23:00:00,46500.06666666667,46918.93666666667,46941.533333333326,46285.32666666667,11166070.563332552
110,2021-02-10 00:00:00,46604.18333333334,46495.33524840666,46961.6,46140.39333333333,10881506.33838819
111,2021-02-10 01:00:00,46314.6,46596.98131986667,46597.22666666666,46045.556666666664,9510798.174248736
112,2021-02-10 02:00:00,46350.10333333333,46312.299999999996,46839.723333333335,46301.06,9398514.487473251
113,2021-02-10 03:00:00,46278.35666666667,46351.12666666667,46785.450000000004,46196.386666666665,9151549.499582287
114,2021-02-10 04:00:00,46065.100000000006,46276.61666666667,46363.48,45646.89333333333,10359278.954088936
115,2021-02-10 05:00:00,46162.39333333333,46065.23944738,46444.30913070667,45894.200335383335,5358418.860460059
116,2021-02-10 06:00:00,46551.16999999999,46185.57,46686.49,46159.526666666665,6569725.905992792
117,2021-02-10 07:00:00,46645.233963633334,46544.05333333334,46991.10999999999,46461.77333333334,8440173.120400347
118,2021-02-10 08:00:00,46748.869999999995,46645.36000000001,46899.81333333333,46333.56666666667,7994473.047153176
119,2021-02-10 09:00:00,46634.343333333345,46749.19333333333,46980.060547,46562.78333333333,9039384.813868402
120,2021-02-10 10:00:00,46706.549999999996,46629.81,47371.420000000006,46468.670000000006,20763502.56985316
121,2021-02-10 11:00:00,46659.46,46706.68666666667,46777.80981666667,46361.27,6611043.0793833425
122,2021-02-10 12:00:00,45834.42333333334,46650.411460593336,46659.32,44593.753333333334,42599072.56831292
123,2021-02-10 13:00:00,45678.380000000005,45811.19666666666,46083.723333333335,45414.61666666667,12034986.35848297
124,2021-02-10 14:00:00,45002.81,45678.71333333334,46026.993333333325,44887.25666666666,14980674.373393677
125,2021-02-10 15:00:00,44359.59333333333,45011.59,45263.329999999994,43762.01666666666,37727323.740981705
126,2021-02-10 16:00:00,44810.27,44369.71666666667,44922.35,43859.13333333333,21514527.779893085
127,2021-02-10 17:00:00,45045.81333333333,44791.253333333334,45120.92333333333,44486.35,12229089.75955455
128,2021-02-10 18:00:00,45137.86391844001,45031.62666666667,45232.87666666667,44828.89666666667,8724306.476459607
129,2021-02-10 19:00:00,45245.36000000001,45142.676666666666,45274.170000000006,44510.48,9624452.64271853
130,2021-02-10 20:00:00,44598.193333333336,45247.503333333334,45285.58666666667,44477.60333333333,5397240.0701301405
131,2021-02-10 21:00:00,45045.85333333333,44604.119999999995,45078.78333333333,44373.21666666667,8761512.73342105
132,2021-02-10 22:00:00,45246.31333333333,45044.87666666667,45266.69999999999,44919.236666666664,4341812.034655201
133,2021-02-10 23:00:00,44849.456666666665,45245.98,45347.706666666665,44807.420000000006,4494534.133291853
134,2021-02-11 00:00:00,44298.829999999994,44849.12333333333,45089.19,43997.909785339994,13047383.413523776
135,2021-02-11 01:00:00,44226.77,44282.53666666666,44587.573333333334,44049.21666666667,3450699.466641241
136,2021-02-11 02:00:00,44798.956666666665,44229.793333333335,44857.84333333333,44229.11666666667,3162165.731796799
137,2021-02-11 03:00:00,45471.65333333333,44791.130000000005,45661.47,44730.246666666666,6430010.218250827
138,2021-02-11 04:00:00,44755.22666666666,45478.41333333333,45719.090000000004,44636.194665333336,8967359.584520968
139,2021-02-11 05:00:00,44694.79,44750.94,45002.94204882666,44542.176666666666,4205988.357730087
140,2021-02-11 06:00:00,44610.91,44706.79666666667,44939.986666666664,44441.68709992334,3259703.326587306
141,2021-02-11 07:00:00,44755.95333333334,44606.41333333333,45157.87666666667,44597.083333333336,4778843.00273612
142,2021-02-11 08:00:00,45064.176666666666,44751.77,45115.131547946665,44541.74333333334,6821075.879031635
143,2021-02-11 09:00:00,45534.11333333334,45070.38333333333,45633.37666666667,44817.33666666667,8382750.473170876
144,2021-02-11 10:00:00,46323.62118266666,45541.57666666666,46374.84,45397.363333333335,14091787.753653146
145,2021-02-11 11:00:00,46077.24333333334,46320.42027715,46534.293333333335,45896.17334866667,11679286.57963776
146,2021-02-11 12:00:00,46554.329999999994,46083.263333333336,46663.61666666667,46083.263333333336,11594124.777546356
147,2021-02-11 13:00:00,47550.293333333335,46564.206666666665,48389.81666666667,46563.86000000001,55911185.59618154
148,2021-02-11 14:00:00,47935.10333333333,47557.05666666667,48177.75,47286.236666666664,18962244.840528894
149,2021-02-11 15:00:00,48048.956666666665,47934.67333333333,48233.59333333333,47626.74,14791402.619705947
150,2021-02-11 16:00:00,47646.36951317333,48047.06333333333,48352.01666666666,47429.9,16876524.253835622
151,2021-02-11 17:00:00,47421.10184433334,47638.91169633334,47700.236666666664,46935.526666666665,15620524.705390187
152,2021-02-11 18:00:00,47724.01666666666,47423.64666666667,48096.299999999996,47384.170000000006,11750442.818148457
153,2021-02-11 19:00:00,47822.17333333334,47724.01666666666,48091.72666666666,47540.32199901666,12344075.163363062
154,2021-02-11 20:00:00,47088.456666666665,47805.1,48663.68333333333,47021.10689546666,31021822.771626532
155,2021-02-11 21:00:00,46902.02333333334,47085.79,47389.65333333333,46561.60666666667,16525669.559556656
156,2021-02-11 22:00:00,47749.636666666665,46915.886666666665,47755.97,46912.73,6149799.996085706
157,2021-02-11 23:00:00,47998.87333333333,47748.23,48128.03333333333,47622.12666666667,7395604.1695490135
158,2021-02-12 00:00:00,47991.10333333333,48017.67333333334,48973.333333333336,47813.76333333333,18863175.988833103
159,2021-02-12 01:00:00,48522.71449939333,47995.65666666667,48568.39666666667,47738.473333333335,13025191.815866545
160,2021-02-12 02:00:00,47958.49333333334,48504.409999999996,48506.75116606001,47778.293333333335,7406731.7230113745
161,2021-02-12 03:00:00,47619.28333333333,47955.416666666664,48035.62,47426.26666666666,7394281.138320585
162,2021-02-12 04:00:00,47340.799999999996,47610.486666666664,47610.486666666664,46920.78333333333,12380902.622776883
163,2021-02-12 05:00:00,47307.899999999994,47309.823333333334,47549.94091097333,47106.840000000004,6740037.56494047
164,2021-02-12 06:00:00,47417.82,47295.34,47600.41333333333,46816.90666666667,8890143.173043964
165,2021-02-12 07:00:00,47348.43333333334,47415.27333333334,47499.11666666667,46944.58666666667,6716969.228349089
166,2021-02-12 08:00:00,47165.58666666666,47340.98333333334,47733.583333333336,47135.243333333325,8085692.464822237
167,2021-02-12 09:00:00,47393.42704166667,47165.47823949999,47448.06333333333,47073.5,6412455.371147803
168,2021-02-12 10:00:00,47417.10999999999,47390.51669389333,47760.719999999994,47384.28666666666,5274860.661368493
169,2021-02-12 11:00:00,47657.81666666667,47417.736666666664,48026.95532366666,47350.84333333333,6971450.259606406
170,2021-02-12 12:00:00,47758.746666666666,47659.63333333333,48050.77333333334,47395.89333333333,7399194.1703814715
171,2021-02-12 13:00:00,47932.056666666664,47762.16,48207.549999999996,47729.33439986999,11485424.261195267
172,2021-02-12 14:00:00,46590.363333333335,47932.993333333325,47940.68,46124.347855173335,60820104.923532106
173,2021-02-12 15:00:00,47104.38333333333,46572.75236677334,47218.31497654666,46552.197648,16058613.752296366
174,2021-02-12 16:00:00,47652.21666666667,47112.049999999996,47979.25333333333,47086.82,15003891.100689167
175,2021-02-12 17:00:00,47786.16,47653.003333333334,47948.176666666666,47515.25666666666,6354818.883981024
176,2021-02-12 18:00:00,47318.1,47782.70453983,47867.31,46969.32,10596467.36400004
177,2021-02-12 19:00:00,47334.920000000006,47315.35666666667,47509.56586571334,47149.753333333334,4128839.122766666
178,2021-02-12 20:00:00,47671.76666666666,47325.0,47723.159999999996,47227.81666666667,3786025.546060179
179,2021-02-12 21:00:00,47935.20333333333,47666.13,48205.200000000004,47637.53333333333,7519613.835975538
180,2021-02-12 22:00:00,47933.66333333333,47941.18,48018.576784,47699.49,3950059.593823152
181,2021-02-12 23:00:00,47424.60666666667,47943.017695003335,47971.07,47261.21666666667,9290092.642401313
182,2021-02-13 00:00:00,47542.73,47423.41,47667.45503403668,47300.666666666664,5848578.114542008
183,2021-02-13 01:00:00,47725.386666666665,47544.59333333333,47879.93666666667,47501.25583787667,4500148.879532199
184,2021-02-13 02:00:00,47930.25,47729.29666666667,48016.486666666664,47619.43,7242073.412977643
185,2021-02-13 03:00:00,47934.10666666667,47934.926666666666,48216.68333333333,47796.22,7136011.929238957
186,2021-02-13 04:00:00,47988.44372397667,47934.97666666666,48014.55333333334,47720.73,4147120.850678343
187,2021-02-13 05:00:00,47973.15333333333,47984.60705731,48012.57666666667,47526.333333333336,4740639.685329241
188,2021-02-13 06:00:00,47827.84666666666,47973.15333333333,48009.32851069333,47590.10333333333,3357434.7643711953
189,2021-02-13 07:00:00,47082.88999999999,47824.363333333335,47893.228869943334,47082.88999999999,5147049.031002938
190,2021-02-13 08:00:00,47515.579999999994,47079.69824639666,47574.700000000004,46719.003333333334,8713128.885995122
191,2021-02-13 09:00:00,47281.170000000006,47508.72,47641.10333333333,47137.16147389333,4386441.621709392
192,2021-02-13 10:00:00,46669.03666666666,47276.53,47296.956666666665,46532.333333333336,14714128.22900258
193,2021-02-13 11:00:00,46594.88999999999,46671.85333333333,46979.799999999996,46255.333333333336,23819487.98979182
194,2021-02-13 12:00:00,46922.54666666667,46586.04,47227.056666666664,46243.32666666667,9815830.764313485
195,2021-02-13 13:00:00,47015.04619744333,46909.62471735334,47160.65,46585.073333333334,3713442.289223375
196,2021-02-13 14:00:00,47003.013333333336,47004.306666666664,47081.03666666666,46712.700000000004,3601434.9135858384
197,2021-02-13 15:00:00,47131.28,46993.82873333333,47348.416666666664,46952.87666666667,5411089.395122846
198,2021-02-13 16:00:00,47187.65666666667,47135.87617856,47401.72333333333,46919.17333333333,5175988.7301254915
199,2021-02-13 17:00:00,46879.07666666667,47189.65666666667,47212.329999999994,46778.67333333333,3959673.815411828
200,2021-02-13 18:00:00,46823.0,46896.81666666667,47054.40333333333,46781.22666666666,2976625.387581119
201,2021-02-13 19:00:00,46906.62666666667,46824.81333333333,47101.99666666667,46744.79666666667,3415338.8762396253
202,2021-02-13 20:00:00,46969.04666666667,46908.996666666666,47002.52,46695.26,4498405.285234684
203,2021-02-13 21:00:00,47164.253333333334,46970.206666666665,47400.159999999996,46753.66333333333,7122173.557383992
204,2021-02-13 22:00:00,47124.829999999994,47159.276666666665,47315.31,46910.04,2164777.978371037
205,2021-02-13 23:00:00,47222.58666666667,47122.926666666666,47346.36000000001,47068.39666666667,3615712.3713188786
206,2021-02-14 00:00:00,47645.666666666664,47232.93368585334,47719.85,47071.67333333333,8508394.999168938
207,2021-02-14 01:00:00,47524.98333333334,47646.0,47750.40188843333,47343.37666666667,4471017.921244917
208,2021-02-14 02:00:00,47458.513333333336,47524.98333333334,47686.77,47392.22666666666,3633821.665338282
209,2021-02-14 03:00:00,47338.306666666664,47471.66333333333,47573.590000000004,47297.17822666666,2372779.1739105945
210,2021-02-14 04:00:00,47592.363109683334,47345.869999999995,47694.16,47309.486666666664,2969279.8208038253
211,2021-02-14 05:00:00,48934.16,47598.12644301666,48947.333333333336,47545.46666666667,26267074.106287673
212,2021-02-14 06:00:00,48784.53333333333,48934.49333333334,49353.64666666667,48579.60333333333,30679615.515435103
